collision_index,collision_year,severity_binary,is_night,is_weekend,young_passenger,driver_sex,severity,lighting,day_type,young_passenger_label
2022041184815,2022,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018010153772,2018,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2023332300463,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021421088623,2021,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2019210820387,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023010468047,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023010431502,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2022351247848,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024501488081,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2019301900148,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024010495169,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024471451194,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024471495665,2024,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2024421493884,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023131317866,2023,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022332200187,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022141130017,2022,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2022361228757,2022,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2023547980323,2023,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024231541897,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019460903465,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2021061132334,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024501448201,2024,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2018440250980,2018,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2019621900507,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
201831A061018,2018,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2020370991869,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021451083011,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024440077393,2024,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2020520003287,2020,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2019230913986,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2022451208359,2022,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2020430120936,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018010106832,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020460988627,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023501384919,2023,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2019331901182,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019320447170,2019,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2023070190575,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019420842041,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2018320279405,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020052000844,2020,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023501322580,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019400823331,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020010274396,2020,1,1,1,1,Female only,Higher severity,Night,Weekend,Young passenger present
2020100944758,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019440212890,2019,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2019471901229,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024201511237,2024,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2024302400283,2024,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2023461284956,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
202234WNC8422,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024010508145,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019040865181,2019,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2020430233922,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024141496763,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024131428135,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021052100262,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020460962957,2020,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2021471041380,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018320108207,2018,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2018440269519,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019540792919,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
201906F256272,2019,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2023471320111,2023,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
201863A001218,2018,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2020040920401,2020,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
201906XP63732,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
202360A033509,2023,0,0,0,0,Mixed sex,Lower severity,Day,Weekday,No young passenger
2021451066420,2021,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2022041211272,2022,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024471517517,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023451327885,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024631451733,2024,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018543553318,2018,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2023471392395,2023,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2022421212675,2022,0,1,0,1,Mixed sex,Lower severity,Night,Weekday,Young passenger present
2023631362997,2023,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2018010137425,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022411268484,2022,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2019551901018,2019,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2019320043291,2019,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2020320138919,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020350973075,2020,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2020052000373,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2020302000399,2020,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2023531425100,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020440458044,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022471138819,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
202131B201021,2021,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2024101470391,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021101142583,2021,0,1,0,0,Unknown,Lower severity,Night,Weekday,No young passenger
2024302400215,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019210839674,2019,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2022010390848,2022,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
20225222TD662,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019450848123,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018530339941,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2024610057424,2024,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2020410998580,2020,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019040836057,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019621901534,2019,0,0,1,1,Mixed sex,Lower severity,Day,Weekend,Young passenger present
2019360842233,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024371414331,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2018030333650,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023141313085,2023,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2020010246646,2020,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2024211477972,2024,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2024201426462,2024,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2022131179320,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019370924695,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022041154889,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019500847104,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019051910273,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021471054806,2021,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2019430054905,2019,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2019140909767,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024131398314,2024,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2024340NN1202,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021161047727,2021,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
201860W032298,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2023552300660,2023,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
20225222ME679,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
201863A111518,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019430142134,2019,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2018551801417,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020470944208,2020,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018551900237,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023311318754,2023,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2022411208484,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019051910551,2019,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2024111460417,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024361452390,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021010334833,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022451230531,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022371226862,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2021010312564,2021,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2024211514068,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019200890380,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022041197937,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023131334149,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018010132477,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019460838633,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019200918714,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019200897691,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023122300844,2023,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2018370298483,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018500800052,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021522104274,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018200313359,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018100287061,2018,1,0,0,0,Unknown,Higher severity,Day,Weekday,No young passenger
2023461340320,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024122400427,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
202460Q090928,2024,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2018621800034,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018200297925,2018,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024201477537,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019470870082,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019010165969,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2019040844523,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018100326172,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2018320110143,2018,1,1,1,0,Female only,Higher severity,Night,Weekend,No young passenger
2018010127973,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023351338040,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019331900401,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
202031D037520,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019320573147,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024371426647,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021010348169,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019140829676,2019,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2020552000198,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022041223340,2022,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2021531059455,2021,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2022010377999,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020010232088,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024471512848,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2021421057525,2021,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2019470905231,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019136891840,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023522301444,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024340WN0712,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018051801967,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023471265218,2023,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2024461409990,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024610040224,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024501504016,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018220300828,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
201831D122318,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019010175005,2019,1,0,1,1,Male only,Higher severity,Day,Weekend,Young passenger present
